Age,Gender,Salary,Department,JobRole,Overtime,Experience,WorkLifeBalance,JobSatisfaction,Attrition
37,Female,26918,IT,Manager,No,12,3,4,Yes
22,Female,43007,HR,Director,No,22,2,1,No
42,Female,116944,HR,Director,No,2,3,3,Yes
51,Male,95730,Management,Executive,No,10,3,2,No
34,Female,45035,Sales,Manager,Yes,21,2,1,Yes
55,Female,109352,IT,Lead,Yes,15,2,1,No
25,Female,108602,Support,Lead,Yes,17,2,3,Yes
49,Female,96749,Support,Developer,No,24,3,5,No
59,Male,134049,HR,Lead,No,1,4,3,No
52,Female,108148,Sales,Executive,Yes,17,2,4,No
48,Female,42211,Sales,Executive,Yes,16,1,4,No
26,Male,74587,IT,Developer,No,0,4,2,No
46,Male,46866,IT,Associate,No,3,4,1,No
24,Female,125940,HR,Developer,No,22,4,2,No
54,Female,117135,HR,Associate,Yes,19,4,2,No
25,Female,136053,HR,Associate,No,20,2,1,No
46,Female,27344,Management,Manager,No,5,3,1,No
41,Female,88737,Sales,Director,No,20,1,3,No
55,Female,90288,HR,Lead,No,4,1,2,Yes
47,Male,82546,Sales,Associate,Yes,19,3,2,No
26,Male,127879,Support,Manager,Yes,8,3,4,No
56,Female,30327,Support,Developer,No,20,4,2,Yes
49,Female,68659,Sales,Developer,No,24,2,3,No
50,Female,65797,Support,Associate,No,3,1,5,No
30,Male,91627,Support,Manager,No,24,4,2,No
59,Female,47608,Support,Executive,No,4,4,3,No
27,Male,48285,IT,Director,No,7,2,3,No
40,Male,108534,IT,Director,No,16,1,5,No
32,Female,136209,Sales,Lead,No,14,3,3,No
23,Male,68634,Sales,Associate,Yes,19,4,4,No
30,Female,60289,Management,Executive,Yes,12,1,5,Yes
42,Male,108479,IT,Lead,No,14,1,4,No
45,Female,133714,Sales,Executive,Yes,3,4,2,Yes
55,Female,38007,IT,Director,Yes,17,1,2,Yes
43,Male,45257,Management,Manager,Yes,18,2,3,Yes
24,Male,105054,Sales,Associate,Yes,23,1,3,Yes
33,Male,49784,Sales,Executive,No,7,2,5,No
49,Female,58588,Sales,Executive,No,13,4,2,No
51,Male,64221,Sales,Executive,No,0,1,1,Yes
47,Male,41378,HR,Director,No,1,2,3,No
42,Female,24696,IT,Associate,Yes,19,2,5,Yes
49,Female,113531,IT,Manager,Yes,21,1,3,Yes
47,Male,54635,IT,Manager,Yes,2,4,5,No
54,Male,146489,Management,Executive,Yes,15,3,2,No
42,Male,78543,HR,Manager,No,22,3,3,No
56,Female,101259,IT,Lead,No,2,1,3,Yes
55,Female,39207,IT,Manager,No,23,1,1,No
39,Male,47524,Sales,Executive,Yes,5,3,2,Yes
32,Female,48554,Sales,Lead,No,7,4,5,No
44,Male,31817,Sales,Associate,No,22,2,1,Yes
43,Male,147458,IT,Developer,No,11,3,5,No
38,Female,75258,Sales,Director,Yes,4,4,3,No
26,Male,82582,IT,Manager,No,4,3,4,No
32,Male,20168,Management,Lead,No,2,4,3,No
51,Female,142475,Management,Developer,No,3,3,2,No
36,Male,62981,Support,Associate,No,23,4,5,Yes
48,Male,112306,HR,Developer,Yes,4,4,1,No
56,Female,85199,Sales,Associate,No,24,4,3,Yes
54,Male,84948,Sales,Executive,Yes,2,2,5,Yes
41,Male,77782,HR,Executive,No,9,4,1,No
37,Female,100759,HR,Director,No,18,3,3,Yes
55,Female,129756,Support,Director,No,23,4,4,Yes
23,Female,81599,HR,Associate,No,7,4,4,Yes
56,Male,139597,IT,Developer,No,22,1,3,Yes
49,Female,93563,Sales,Director,Yes,5,4,2,No
27,Male,36291,HR,Manager,No,22,4,4,No
30,Female,128945,IT,Developer,No,6,1,5,Yes
41,Male,73833,HR,Director,No,5,2,2,No
22,Male,110975,IT,Developer,Yes,12,4,2,No
29,Female,107057,Management,Manager,Yes,12,1,3,No
44,Male,110251,IT,Developer,No,24,4,5,No
24,Male,107154,Support,Developer,Yes,20,2,5,Yes
25,Female,114535,IT,Lead,No,4,3,1,No
46,Male,52992,HR,Associate,Yes,5,4,4,No
59,Male,127053,Management,Executive,No,9,3,4,No
36,Male,59350,Management,Director,Yes,19,1,2,No
42,Female,21573,IT,Director,Yes,9,4,2,Yes
56,Female,148717,HR,Director,Yes,24,1,3,No
35,Female,28577,Management,Associate,Yes,15,3,5,No
57,Female,28712,IT,Developer,Yes,17,4,4,No
33,Female,49948,IT,Manager,Yes,2,3,1,Yes
38,Female,125067,IT,Manager,Yes,24,1,4,No
30,Female,97700,Management,Executive,Yes,0,2,4,No
56,Female,25217,Sales,Executive,No,20,2,4,No
34,Male,80178,HR,Executive,No,2,2,2,No
36,Male,105062,Support,Manager,No,18,1,5,No
39,Male,116806,Support,Developer,No,0,2,5,No
54,Male,46409,HR,Executive,No,7,4,4,Yes
27,Female,69040,Sales,Executive,No,18,2,5,No
48,Male,98270,HR,Manager,Yes,3,3,3,Yes
44,Male,129657,IT,Director,Yes,15,4,2,Yes
48,Male,121805,HR,Developer,Yes,4,3,2,No
55,Male,99066,HR,Executive,No,4,3,5,No
59,Male,97930,Management,Developer,Yes,1,3,4,No
35,Female,87035,Support,Lead,Yes,22,3,4,No
57,Female,113075,Support,Director,Yes,5,4,4,No
29,Male,29669,IT,Director,Yes,6,1,5,No
56,Male,78247,IT,Executive,No,14,4,4,No
40,Male,78975,Management,Executive,Yes,9,2,5,Yes
51,Male,48562,IT,Manager,Yes,9,2,1,Yes
35,Female,141375,Sales,Director,No,18,1,5,No
41,Male,41629,Management,Lead,No,23,2,3,No
46,Female,111282,Management,Lead,No,15,4,4,No
45,Male,128823,HR,Lead,Yes,21,2,4,No
35,Female,81463,HR,Associate,Yes,22,2,2,No
47,Female,66007,Sales,Manager,Yes,8,3,5,Yes
59,Female,38128,Management,Manager,No,23,4,1,No
44,Male,22039,Management,Executive,Yes,7,3,4,Yes
43,Male,126615,HR,Manager,No,18,1,2,Yes
40,Female,23857,Support,Executive,No,0,4,5,No
24,Male,79019,Support,Executive,No,16,3,2,No
40,Male,111432,HR,Associate,Yes,17,4,1,Yes
30,Female,90486,IT,Manager,No,23,2,5,No
49,Male,143895,Management,Manager,No,14,1,4,No
41,Female,109007,Sales,Associate,Yes,5,2,5,No
28,Male,100977,Support,Associate,No,21,2,4,No
35,Male,32735,IT,Manager,No,16,4,3,No
30,Female,107951,Management,Manager,Yes,17,1,4,No
40,Female,54511,IT,Executive,Yes,20,4,2,No
35,Female,66051,Management,Developer,No,18,2,1,No
59,Female,144822,Management,Director,No,1,1,5,No
57,Male,72693,HR,Executive,Yes,24,1,3,No
38,Male,127942,HR,Lead,No,6,2,3,Yes
51,Male,89152,Sales,Lead,No,16,4,3,Yes
30,Female,100919,Sales,Developer,No,14,2,2,Yes
54,Male,49756,IT,Director,No,15,2,4,No
46,Male,23894,HR,Associate,Yes,16,2,3,Yes
35,Male,136412,Management,Lead,No,2,4,1,No
32,Female,124531,HR,Associate,No,9,1,1,Yes
56,Female,63232,Management,Associate,Yes,5,3,5,No
35,Male,73214,HR,Executive,No,1,2,1,No
51,Male,126151,Management,Associate,No,10,1,4,No
25,Female,89817,IT,Developer,No,7,3,4,No
25,Female,83862,HR,Executive,No,13,1,3,No
49,Female,110183,Support,Developer,Yes,11,4,4,No
29,Female,147049,Support,Associate,Yes,19,3,4,No
23,Male,148896,Management,Lead,No,23,3,3,No
43,Female,50036,IT,Director,Yes,6,3,5,Yes
37,Male,38584,Management,Associate,Yes,17,2,4,No
50,Female,120447,IT,Developer,Yes,24,3,4,No
51,Male,52308,Sales,Manager,No,4,4,2,No
33,Male,133084,HR,Manager,No,5,4,5,Yes
56,Female,48333,IT,Lead,Yes,12,3,3,Yes
32,Male,55949,Management,Director,Yes,1,1,2,No
42,Male,144361,Sales,Developer,Yes,18,2,2,Yes
42,Male,104795,Management,Lead,Yes,7,1,5,Yes
26,Female,117330,Support,Executive,Yes,10,2,4,No
41,Female,59288,Support,Associate,Yes,20,2,3,No
58,Female,98588,HR,Executive,Yes,15,4,5,No
24,Male,97807,HR,Manager,No,0,2,2,No
54,Male,135784,Sales,Associate,No,24,3,1,No
30,Male,65267,Support,Executive,No,15,2,3,No
30,Male,52175,IT,Manager,No,11,4,1,No
25,Female,28915,Support,Director,Yes,16,4,4,No
56,Male,101658,HR,Executive,No,8,2,5,Yes
38,Male,129735,Management,Associate,Yes,5,2,4,No
55,Male,92454,Sales,Executive,No,6,2,5,No
45,Female,79722,Support,Associate,No,12,1,2,No
53,Male,126452,IT,Executive,Yes,16,3,4,Yes
22,Female,115973,IT,Lead,Yes,9,2,1,Yes
29,Female,131342,IT,Director,No,10,3,2,No
44,Male,85298,Sales,Executive,No,13,4,5,Yes
33,Male,33805,IT,Executive,No,16,3,2,No
33,Male,105134,IT,Lead,No,15,2,1,No
36,Male,60517,Support,Manager,No,4,4,3,No
40,Female,74716,Sales,Associate,Yes,17,2,5,No
47,Female,22871,Management,Developer,Yes,10,3,3,Yes
50,Female,122793,Management,Manager,Yes,9,3,2,Yes
43,Female,57375,IT,Associate,Yes,20,1,4,Yes
42,Female,65741,HR,Executive,Yes,20,3,5,No
59,Female,130415,Sales,Manager,Yes,21,4,2,Yes
41,Female,43148,HR,Executive,No,24,2,5,No
50,Female,25834,Sales,Manager,Yes,5,3,1,Yes
25,Female,62680,Sales,Manager,No,9,2,2,No
28,Female,148802,Support,Developer,No,10,1,4,No
49,Male,23399,IT,Lead,No,0,2,5,No
49,Male,84091,Support,Manager,No,4,2,4,No
25,Male,41762,HR,Executive,No,1,3,4,No
43,Female,71009,HR,Developer,No,10,3,1,No
33,Male,125908,Management,Manager,No,13,2,3,No
24,Female,96493,Support,Lead,No,23,1,2,No
43,Female,126035,Support,Executive,Yes,12,4,3,No
23,Male,71548,Support,Developer,Yes,22,4,3,No
45,Female,48340,Management,Associate,No,10,4,1,No
55,Male,81365,Support,Director,No,5,4,4,No
48,Female,146766,Support,Lead,Yes,1,2,4,No
22,Female,112674,Support,Associate,No,18,2,2,No
29,Male,101344,Support,Associate,Yes,24,2,1,No
44,Male,79790,HR,Developer,No,8,2,5,Yes
59,Male,113779,IT,Developer,No,22,1,4,No
27,Male,87797,HR,Developer,No,17,2,2,No
43,Male,31809,Support,Associate,No,13,2,5,Yes
46,Male,149585,Sales,Director,No,12,2,3,No
39,Female,37696,Sales,Executive,Yes,11,3,1,Yes
38,Female,128360,Management,Developer,No,11,4,5,No
33,Female,71457,HR,Lead,No,12,3,4,No
27,Female,41891,Management,Developer,Yes,6,1,2,Yes
47,Male,79151,Management,Director,No,15,1,2,Yes
48,Female,104661,Sales,Developer,Yes,16,4,1,No
29,Female,83008,HR,Director,Yes,8,4,3,No
40,Male,72488,IT,Developer,Yes,13,2,4,Yes
22,Female,76632,HR,Associate,No,8,4,3,No
50,Male,139847,Management,Director,Yes,5,1,1,No
56,Male,86533,Support,Executive,No,0,2,1,No
35,Male,133459,Management,Developer,No,23,1,3,No
56,Female,91889,HR,Associate,No,21,3,5,No
41,Male,104239,Sales,Lead,Yes,24,2,5,Yes
34,Female,121511,HR,Executive,Yes,24,2,1,Yes
59,Female,77942,IT,Associate,No,22,3,5,No
29,Female,29275,Support,Director,No,19,1,5,No
41,Male,39965,Support,Manager,Yes,0,4,2,Yes
54,Male,117955,Management,Lead,No,18,2,3,Yes
47,Male,134178,HR,Lead,Yes,21,4,2,No
42,Female,55854,Sales,Manager,No,14,3,2,No
30,Female,35973,IT,Associate,Yes,16,1,1,Yes
45,Male,109086,Management,Associate,Yes,19,1,1,No
58,Female,46878,HR,Director,Yes,23,1,1,Yes
38,Male,145664,Sales,Lead,Yes,7,4,2,No
45,Male,37105,HR,Associate,No,21,4,4,Yes
42,Female,133174,Sales,Manager,Yes,21,4,2,No
34,Female,84746,HR,Associate,No,2,4,2,No
32,Male,119458,HR,Lead,Yes,22,2,2,No
40,Female,101565,Management,Associate,Yes,11,4,5,No
32,Male,148684,HR,Executive,No,23,3,5,Yes
34,Male,59935,HR,Manager,Yes,14,2,1,No
22,Female,52784,Management,Manager,No,17,1,2,Yes
40,Male,51601,Management,Developer,No,12,4,2,No
33,Female,59865,Support,Associate,Yes,4,4,1,Yes
29,Male,117081,Support,Director,No,21,2,3,No
29,Female,143871,Management,Manager,No,16,1,4,No
33,Female,98701,IT,Associate,Yes,20,1,4,No
54,Male,38616,Sales,Executive,No,2,3,3,No
47,Female,31654,Management,Lead,No,18,2,1,No
49,Female,37830,Support,Lead,Yes,5,3,3,Yes
26,Male,36205,HR,Developer,No,16,2,4,No
29,Female,62425,Management,Developer,Yes,4,2,3,Yes
46,Male,97495,Management,Director,No,20,2,2,No
48,Female,107694,Support,Manager,Yes,4,1,5,Yes
44,Male,97355,Support,Director,No,18,3,2,No
51,Male,55851,IT,Manager,No,21,3,4,No
44,Male,128039,Support,Manager,Yes,10,4,5,No
41,Male,142959,Support,Executive,No,0,3,5,Yes
39,Female,26952,Support,Developer,Yes,12,4,3,Yes
39,Male,109761,HR,Developer,No,16,4,2,No
23,Female,67405,Management,Lead,Yes,10,1,3,Yes
25,Male,146167,Management,Developer,Yes,17,4,4,No
51,Female,127767,Support,Developer,No,3,2,5,No
54,Male,144444,IT,Executive,Yes,24,2,3,Yes
57,Female,25391,Support,Director,Yes,9,1,5,No
39,Female,100004,IT,Manager,No,23,2,2,No
58,Male,82468,Management,Director,No,10,2,4,No
40,Male,35091,IT,Executive,Yes,17,3,2,Yes
49,Male,50237,IT,Associate,Yes,0,1,3,No
41,Female,133268,Sales,Lead,Yes,3,2,3,No
54,Female,144593,IT,Lead,No,4,1,1,No
33,Female,78353,IT,Lead,Yes,1,1,2,No
36,Female,94500,HR,Director,Yes,21,2,4,No
23,Male,60682,Management,Manager,Yes,23,2,5,No
50,Male,132780,Support,Manager,No,11,4,1,No
31,Male,69634,Sales,Manager,Yes,10,1,4,No
23,Male,46968,IT,Lead,Yes,20,1,2,Yes
32,Female,74833,HR,Lead,No,15,2,5,No
34,Female,60205,HR,Director,Yes,3,4,4,Yes
31,Male,96907,Support,Director,No,6,3,1,No
35,Female,62541,Support,Lead,Yes,20,2,5,Yes
39,Male,145401,Management,Associate,No,23,4,2,No
30,Female,111217,IT,Associate,No,22,1,5,No
49,Female,48285,HR,Director,Yes,20,1,2,Yes
24,Female,123507,Sales,Lead,Yes,12,2,3,No
41,Female,72513,Management,Manager,No,13,4,3,Yes
27,Female,35430,IT,Manager,No,10,2,2,Yes
48,Female,130766,Support,Associate,Yes,7,1,4,No
23,Male,140635,IT,Associate,Yes,0,4,1,No
50,Female,29033,Support,Lead,No,7,4,3,No
59,Male,39918,IT,Lead,Yes,18,1,4,No
24,Male,38256,Sales,Manager,Yes,16,1,5,No
37,Male,68522,Management,Director,Yes,8,3,3,No
51,Male,84353,Support,Developer,Yes,12,3,4,Yes
23,Male,141946,Sales,Director,No,21,1,1,No
38,Male,51188,HR,Manager,Yes,14,4,5,No
33,Female,75134,Sales,Director,Yes,12,1,3,No
56,Female,72657,Sales,Manager,No,7,2,3,No
22,Female,56088,Sales,Lead,No,11,1,1,No
36,Male,34979,Support,Developer,Yes,10,4,2,Yes
47,Male,88264,HR,Developer,Yes,19,3,3,No
58,Male,70106,Management,Lead,No,12,1,2,No
42,Female,21595,Sales,Executive,Yes,15,3,1,Yes
52,Female,52624,Support,Lead,No,1,2,1,No
46,Female,117104,Support,Associate,Yes,5,4,4,No
44,Male,87824,Management,Director,Yes,15,3,3,No
45,Male,125149,IT,Developer,Yes,17,2,5,No
59,Male,60431,HR,Lead,Yes,16,4,5,No
49,Female,114547,HR,Manager,Yes,14,4,1,No
42,Male,141624,Sales,Manager,Yes,6,3,5,No
39,Male,37127,IT,Director,No,13,3,5,No
57,Male,37878,HR,Manager,Yes,6,3,5,No
56,Male,141294,Sales,Lead,Yes,5,4,4,Yes
30,Female,92480,IT,Executive,Yes,11,4,4,No
59,Female,80690,Support,Associate,Yes,1,4,1,Yes
51,Male,148824,Sales,Manager,No,20,3,5,Yes
55,Male,97838,IT,Lead,No,0,3,1,Yes
53,Female,76360,Management,Executive,Yes,17,2,1,No
24,Female,128484,HR,Developer,Yes,4,1,1,No
24,Male,20207,Sales,Developer,No,20,2,4,Yes
49,Female,21083,Support,Director,Yes,6,1,4,Yes
36,Female,71564,Sales,Associate,Yes,14,2,3,No
44,Male,23311,HR,Lead,No,20,3,5,No
32,Female,43135,HR,Lead,No,5,4,2,No
53,Female,77109,IT,Manager,Yes,1,1,4,No
57,Female,81354,Support,Executive,Yes,20,4,2,No
54,Female,83647,IT,Associate,No,23,1,5,No
45,Male,126892,Support,Executive,No,16,4,5,Yes
55,Female,79301,Sales,Associate,Yes,12,2,4,No
49,Female,82233,Sales,Lead,Yes,12,4,2,No
58,Male,116755,IT,Lead,No,13,1,1,Yes
28,Female,102128,Management,Associate,Yes,22,3,1,Yes
25,Male,66212,HR,Executive,No,7,1,4,Yes
58,Male,109468,IT,Director,No,14,4,2,Yes
22,Female,77776,IT,Developer,No,10,2,4,No
22,Female,104576,Sales,Developer,Yes,12,1,1,Yes
41,Female,91386,HR,Manager,No,20,2,5,Yes
40,Female,71588,IT,Manager,No,19,3,4,No
50,Female,51716,Sales,Director,Yes,0,2,1,No
31,Male,147558,Sales,Executive,No,24,2,5,No
39,Female,98255,IT,Director,No,1,1,4,No
49,Male,41777,IT,Lead,Yes,10,2,4,Yes
56,Female,147326,Sales,Executive,No,13,2,1,No
52,Male,69285,IT,Associate,Yes,4,2,1,No
48,Female,141921,HR,Developer,Yes,6,4,5,No
32,Female,102558,Sales,Manager,No,23,2,3,Yes
59,Female,119532,Sales,Executive,No,15,2,5,No
26,Female,113481,IT,Executive,No,10,2,4,No
29,Female,48788,IT,Associate,No,14,1,4,No
55,Male,24019,IT,Lead,No,3,1,4,Yes
33,Female,95018,HR,Lead,Yes,9,2,1,Yes
59,Female,66873,Sales,Developer,Yes,0,2,4,No
22,Female,104116,Management,Director,No,6,4,4,No
52,Male,29895,HR,Director,No,11,2,5,No
25,Female,99671,HR,Manager,Yes,10,3,1,No
26,Male,69013,Sales,Lead,No,10,2,5,Yes
51,Female,79570,Management,Lead,No,24,1,3,No
45,Male,95923,Sales,Lead,No,16,1,5,Yes
24,Female,114672,HR,Director,Yes,0,2,5,No
32,Female,102895,IT,Executive,Yes,14,1,3,No
25,Male,67672,Sales,Lead,Yes,22,4,5,No
47,Female,26121,Sales,Director,Yes,24,1,4,Yes
48,Male,119332,IT,Associate,No,20,3,4,No
48,Female,102445,Management,Director,No,19,2,2,No
27,Female,87863,Management,Developer,No,21,1,1,No
36,Male,38930,Sales,Lead,Yes,24,1,4,No
51,Female,69987,IT,Manager,No,17,2,1,Yes
58,Male,120787,Sales,Executive,Yes,20,1,5,Yes
58,Male,145743,IT,Associate,No,3,3,2,No
58,Female,148215,HR,Director,Yes,18,2,4,Yes
56,Female,55502,IT,Developer,No,4,1,5,No
44,Female,117083,Sales,Executive,No,13,4,2,Yes
27,Male,51688,Support,Associate,No,22,4,5,No
25,Male,128034,Management,Executive,No,12,2,1,No
39,Female,128406,Sales,Developer,No,18,1,5,No
30,Male,27304,IT,Developer,No,18,4,5,No
50,Male,24049,IT,Lead,No,15,3,5,No
34,Male,34947,Management,Manager,No,21,1,2,Yes
38,Male,145522,Sales,Lead,No,20,3,5,No
53,Female,29495,Support,Director,Yes,18,4,2,Yes
43,Female,44707,HR,Executive,Yes,0,2,2,Yes
25,Female,118696,Support,Lead,Yes,9,3,3,No
26,Male,81920,HR,Developer,Yes,1,4,5,No
58,Male,64544,HR,Developer,Yes,14,2,4,Yes
34,Male,129171,Sales,Developer,Yes,18,1,2,No
55,Male,50706,HR,Lead,No,3,4,5,Yes
43,Female,120770,IT,Director,No,20,4,4,No
44,Male,53993,HR,Director,Yes,24,1,1,No
24,Male,34987,HR,Associate,Yes,3,1,4,Yes
55,Female,39089,Management,Lead,No,11,1,2,No
53,Female,85997,Management,Lead,No,24,2,2,Yes
42,Female,29993,Sales,Lead,No,20,2,2,No
42,Male,31465,Sales,Lead,No,18,1,3,No
32,Male,138673,IT,Developer,Yes,22,2,4,Yes
25,Male,102071,Management,Manager,Yes,23,4,5,Yes
22,Male,52640,Support,Lead,No,8,2,5,No
49,Male,95997,Sales,Lead,Yes,24,4,2,No
45,Male,32366,Sales,Manager,Yes,21,4,4,No
56,Female,49895,Management,Lead,No,15,2,1,No
34,Male,21785,Management,Manager,No,14,1,4,No
55,Female,26242,IT,Developer,No,8,3,5,Yes
32,Female,44529,Management,Associate,No,18,3,2,No
57,Female,132616,HR,Lead,Yes,17,2,4,No
38,Male,84399,Support,Associate,No,20,4,3,Yes
56,Male,26356,HR,Lead,No,6,3,2,No
39,Female,141998,HR,Executive,Yes,15,4,3,No
43,Male,43229,HR,Director,No,14,4,2,Yes
45,Male,105380,Sales,Executive,No,22,4,5,No
40,Female,38220,HR,Developer,Yes,10,4,1,Yes
58,Male,127893,Sales,Associate,No,5,3,4,No
42,Male,45651,Management,Associate,No,2,2,4,No
29,Male,117222,Support,Manager,Yes,13,2,2,No
49,Male,107663,Support,Manager,No,5,4,1,No
26,Female,108198,HR,Lead,No,16,4,1,No
38,Female,81850,Support,Manager,Yes,18,2,5,No
58,Male,144888,Sales,Manager,Yes,17,1,3,Yes
57,Male,54261,Management,Associate,No,19,4,4,No
40,Male,78479,HR,Executive,No,15,3,2,No
48,Female,70700,IT,Associate,No,23,3,1,No
55,Male,110896,Support,Manager,No,2,4,4,No
32,Male,123467,Support,Lead,Yes,5,4,4,No
33,Female,62380,HR,Executive,Yes,16,2,4,No
42,Male,99833,Support,Manager,Yes,19,1,1,Yes
32,Female,124008,Support,Manager,No,4,2,5,No
49,Male,108324,IT,Director,Yes,20,1,4,No
26,Female,147718,Sales,Lead,No,15,3,1,No
38,Male,124992,HR,Lead,No,16,2,1,No
41,Male,47011,HR,Manager,Yes,15,2,2,Yes
33,Female,68603,IT,Manager,Yes,24,4,5,No
27,Female,113593,IT,Associate,Yes,20,4,5,No
38,Female,138339,Sales,Developer,No,8,3,5,No
40,Female,38447,Management,Lead,Yes,6,1,1,Yes
47,Female,103940,HR,Lead,No,4,1,1,Yes
53,Male,106677,Support,Director,Yes,8,3,5,No
27,Female,107843,Sales,Associate,No,20,1,1,No
57,Female,95877,HR,Executive,Yes,9,4,5,No
59,Female,125657,Sales,Director,No,24,3,2,No
32,Female,94678,Management,Director,No,20,4,3,No
54,Male,133570,HR,Executive,Yes,0,3,3,No
45,Male,126520,Support,Executive,No,6,3,3,Yes
44,Male,84583,HR,Lead,Yes,20,1,3,Yes
36,Male,83056,Sales,Developer,No,4,2,2,No
48,Male,101468,Management,Developer,Yes,5,3,1,No
32,Female,142897,Sales,Associate,Yes,5,1,2,No
38,Male,32017,Sales,Executive,No,22,3,4,Yes
35,Male,118873,IT,Executive,Yes,14,1,1,No
48,Female,57880,Sales,Manager,No,7,3,5,No
39,Female,21355,Management,Associate,No,0,1,4,No
49,Male,126360,Support,Director,Yes,9,3,4,Yes
25,Male,78936,IT,Director,Yes,2,3,2,No
28,Female,84608,Sales,Associate,No,21,3,4,Yes
56,Male,101622,HR,Lead,No,15,1,2,Yes
30,Female,135518,IT,Lead,No,0,2,4,Yes
29,Female,107051,Management,Associate,No,15,3,2,No
38,Male,145962,HR,Developer,No,13,1,1,No
38,Male,99756,Management,Associate,Yes,4,4,4,Yes
54,Male,67266,HR,Developer,Yes,15,1,2,No
53,Female,74554,Support,Lead,No,20,1,3,No
29,Female,148728,Management,Associate,No,24,2,3,No
40,Male,78215,HR,Developer,No,10,4,4,No
59,Male,119138,Management,Manager,Yes,17,4,2,No
24,Male,80656,IT,Manager,Yes,6,2,1,No
26,Female,74104,Management,Associate,Yes,24,2,4,Yes
34,Female,96844,Management,Executive,No,7,3,1,No
52,Female,20969,HR,Associate,Yes,16,3,2,Yes
37,Male,118896,Management,Lead,Yes,13,1,3,No
53,Female,20254,Support,Lead,Yes,16,1,2,Yes
43,Female,30306,Sales,Manager,Yes,11,3,1,Yes
50,Male,85516,IT,Developer,No,17,4,3,Yes
43,Female,113077,HR,Manager,No,0,1,4,No
24,Male,88197,Management,Developer,Yes,23,1,3,No
31,Female,100845,Management,Associate,Yes,6,2,4,Yes
42,Male,127098,Management,Executive,No,5,3,4,No
37,Male,143945,IT,Lead,No,14,2,3,No
33,Female,148787,Sales,Associate,Yes,17,1,3,No
23,Male,38223,Support,Manager,Yes,10,3,1,Yes
45,Female,91441,Support,Director,Yes,24,4,3,No
56,Male,87967,HR,Director,No,16,4,5,No
51,Male,93292,Sales,Associate,Yes,0,2,3,No
51,Male,90889,Sales,Executive,No,1,3,1,Yes
56,Female,70117,IT,Developer,Yes,6,1,5,No
40,Male,21737,Management,Executive,Yes,9,4,5,Yes
29,Male,102404,Sales,Manager,No,13,4,2,Yes
47,Female,52476,Management,Executive,Yes,11,4,5,No
28,Male,44325,IT,Lead,Yes,16,1,4,No
51,Male,32326,HR,Director,Yes,13,1,1,Yes
28,Male,110122,HR,Executive,Yes,18,4,2,No
24,Male,32911,Management,Associate,Yes,9,3,3,Yes
22,Female,49080,Management,Developer,No,23,3,5,No
57,Male,42635,Sales,Lead,Yes,11,2,2,Yes
46,Male,71179,IT,Lead,No,6,3,4,No
58,Female,25213,HR,Lead,No,7,2,2,Yes
22,Male,77142,Sales,Manager,No,12,2,4,No
36,Male,124531,Support,Manager,No,5,4,2,No
58,Female,83545,Sales,Associate,Yes,7,2,2,Yes
34,Female,47940,Management,Developer,No,4,3,3,Yes
29,Female,129583,Support,Executive,No,8,3,3,No
26,Female,145918,Sales,Associate,No,10,3,3,No
30,Male,68604,IT,Manager,No,12,4,2,No
22,Female,108901,HR,Associate,No,0,2,5,No
57,Male,94332,Support,Developer,No,6,1,2,No
56,Female,69119,IT,Associate,No,5,2,3,No
23,Male,102888,Sales,Director,Yes,7,2,2,No
44,Female,81604,Management,Director,Yes,1,4,5,Yes
30,Female,36820,Management,Lead,Yes,16,2,4,Yes
55,Male,96502,IT,Executive,No,16,3,1,No
35,Female,132271,Management,Manager,Yes,17,2,3,No
25,Female,87345,HR,Manager,No,20,4,2,No
51,Female,59314,IT,Director,Yes,6,2,5,No
52,Male,60875,IT,Developer,Yes,14,4,3,No
59,Female,91041,Management,Developer,Yes,12,4,3,No
32,Female,116185,IT,Developer,Yes,24,4,4,Yes
56,Male,90793,Sales,Manager,No,19,2,1,Yes
29,Male,100587,Support,Lead,Yes,24,1,2,No
24,Female,24909,Support,Executive,No,13,4,2,No
35,Male,112881,Management,Developer,Yes,14,4,3,No
34,Male,34866,HR,Manager,Yes,2,3,5,No
53,Male,62789,HR,Lead,No,5,4,3,No
55,Female,110404,Management,Developer,No,8,2,4,No
40,Female,148474,Management,Developer,No,13,2,1,Yes
59,Male,133662,IT,Executive,No,15,1,4,Yes
37,Female,114063,HR,Director,No,16,3,5,Yes
23,Male,85997,Support,Executive,Yes,11,4,2,No
38,Female,48460,Management,Associate,No,3,2,5,No
55,Male,68500,Support,Director,No,4,3,4,Yes
37,Female,88769,Support,Director,No,10,2,2,No
59,Male,149665,HR,Director,No,21,4,1,No
23,Female,144971,Support,Developer,No,10,2,3,No
